品目階層,品目コード,品目,製造品出荷額等区分階層,製造品出荷額等区分コード,製造品出荷額等区分,産出事業所数,製造品出荷額等（その他収入を除く）（万円）
2,273721,測量機械器具の部分品・取付具・附属品,1,1,製造品出荷額,10,52407
2,273791,測量機械器具・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,-,-
2,273811,理化学機械器具,1,1,製造品出荷額,33,920014
2,273812,理化学機械器具の部分品・取付具・附属品,1,1,製造品出荷額,28,164942
2,273891,理化学機械器具・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,6,3975
2,273911,一般長さ計,1,1,製造品出荷額,3,7846
2,273912,光度計、光束計、照度計、屈折度計,1,1,製造品出荷額,5,82076
2,273913,公害計測器,1,1,製造品出荷額,8,638299
2,273919,他に分類されない計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具,1,1,製造品出荷額,75,1758286
2,273921,温度計（ガラス製に限る）,1,1,製造品出荷額,4,11236
2,273931,その他の計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具の部分品・取付具・附属品,1,1,製造品出荷額,64,944592
2,273991,その他の計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具・同部分品・取付具等（賃加工）,1,2,加工賃収入額,25,113020
2,274111,医療用機械器具、同装置,1,1,製造品出荷額,54,4553689
2,274112,病院用器具、同装置,1,1,製造品出荷額,18,364606
2,274113,医療用機械器具の部分品・取付具・附属品,1,1,製造品出荷額,69,402805
2,274191,医療用機械器具・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,16,56681
2,274211,歯科用機械器具、同装置,1,1,製造品出荷額,12,286047
2,274212,歯科用機械器具の部分品・取付具・附属品,1,1,製造品出荷額,16,128734
2,274291,歯科用機械器具・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,3,1475
2,274311,医療用品,1,1,製造品出荷額,35,622516
2,274312,動物用医療機械器具、同部分品・取付具・附属品,1,1,製造品出荷額,10,44421
2,274391,医療用品（動物用医療機械器具を含む）（賃加工）,1,2,加工賃収入額,4,31114
2,274411,歯科材料,1,1,製造品出荷額,8,127107
2,274491,歯科材料（賃加工）,1,2,加工賃収入額,3,16434
2,275111,望遠鏡,1,1,製造品出荷額,1,x
2,275112,双眼鏡,1,1,製造品出荷額,1,x
2,275113,顕微鏡、拡大鏡,1,1,製造品出荷額,5,67638
2,275114,顕微鏡・望遠鏡等の部分品・取付具・附属品,1,1,製造品出荷額,19,95377
2,275191,顕微鏡・望遠鏡等・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,5,20433
2,275211,カメラ（デジタルカメラを除く）,1,1,製造品出荷額,1,x
2,275212,写真装置、同関連器具,1,1,製造品出荷額,3,24143
2,275213,映画用機械器具,1,1,製造品出荷額,-,-
2,275214,写真機・映画用機械の部分品・取付具・附属品,1,1,製造品出荷額,18,197177
2,275291,写真機・映画用機械・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,3,24444
2,275311,カメラ用レンズ,1,1,製造品出荷額,1,x
2,275312,カメラ用交換レンズ,1,1,製造品出荷額,4,263133
2,275313,光学レンズ,1,1,製造品出荷額,22,732045
2,275314,プリズム,1,1,製造品出荷額,1,x
2,275391,光学機械用レンズ・プリズム研磨（賃加工）,1,2,加工賃収入額,13,52989
2,276111,銃砲、爆発物投射機,1,1,製造品出荷額,1,x
2,276112,銃砲弾、爆発物,1,1,製造品出荷額,-,-
2,276119,その他の武器,1,1,製造品出荷額,-,-
2,276121,武器の部分品・附属品,1,1,製造品出荷額,5,56177
2,276191,武器（賃加工）,1,2,加工賃収入額,7,26717
2,776600,製造工程からでたくず・廃物,1,3,くず・廃物等出荷額,2,x
1,280000,電子部品・デバイス・電子回路製造業,0,0,総数,466,30272937
1,280000,電子部品・デバイス・電子回路製造業,1,1,製造品出荷額,328,29123731
1,280000,電子部品・デバイス・電子回路製造業,1,2,加工賃収入額,138,1149206
1,280000,電子部品・デバイス・電子回路製造業,1,3,くず・廃物等出荷額,-,-
2,281111,マイクロ波管,1,1,製造品出荷額,-,-
2,281119,その他の電子管,1,1,製造品出荷額,2,x
2,281191,電子管（賃加工）,1,2,加工賃収入額,-,-
2,281211,発光ダイオード,1,1,製造品出荷額,-,-
2,281212,レーザーダイオード,1,1,製造品出荷額,1,x
2,281219,その他の光電変換素子,1,1,製造品出荷額,1,x
2,281291,光電変換素子（賃加工）,1,2,加工賃収入額,1,x
2,281311,ダイオード,1,1,製造品出荷額,-,-
2,281312,整流素子（１００ミリアンペア以上）,1,1,製造品出荷額,-,-
2,281313,シリコントランジスタ,1,1,製造品出荷額,-,-
2,281314,トランジスタ（シリコントランジスタを除く）,1,1,製造品出荷額,-,-
2,281319,その他の半導体素子,1,1,製造品出荷額,2,x
2,281391,半導体素子（賃加工）,1,2,加工賃収入額,-,-
2,281411,線形回路,1,1,製造品出荷額,-,-
2,281412,バイポーラ型集積回路,1,1,製造品出荷額,-,-
2,281413,モス型集積回路（論理素子）,1,1,製造品出荷額,-,-
2,281414,モス型集積回路（記憶素子）,1,1,製造品出荷額,-,-
2,281419,その他のモス型集積回路,1,1,製造品出荷額,-,-
2,281421,混成集積回路,1,1,製造品出荷額,1,x
2,281429,その他の集積回路,1,1,製造品出荷額,2,x
2,281491,集積回路（賃加工）,1,2,加工賃収入額,2,x
2,281511,液晶パネル,1,1,製造品出荷額,-,-
2,281512,プラズマディスプレイパネル,1,1,製造品出荷額,-,-
2,281519,その他のフラットパネル,1,1,製造品出荷額,-,-
2,281591,液晶パネル・フラットパネル（賃加工）,1,2,加工賃収入額,1,x
2,282111,抵抗器,1,1,製造品出荷額,12,329631
2,282112,固定コンデンサ,1,1,製造品出荷額,2,x
2,282113,コンデンサ（固定コンデンサを除く）,1,1,製造品出荷額,-,-
2,282114,変成器,1,1,製造品出荷額,18,154070
2,282115,複合部品,1,1,製造品出荷額,2,x
2,282191,抵抗器・コンデンサ・変成器・複合部品（賃加工）,1,2,加工賃収入額,2,x
2,282211,音響部品,1,1,製造品出荷額,12,489734
2,282212,磁気ヘッド,1,1,製造品出荷額,2,x
2,282213,小形モータ（３Ｗ未満のもの）,1,1,製造品出荷額,5,53615
2,282291,音響部品・磁気ヘッド・小形モータ（賃加工）,1,2,加工賃収入額,2,x
2,282311,プリント配線板用コネクタ,1,1,製造品出荷額,3,82019
2,282312,コネクタ（プリント配線板用コネクタを除く）,1,1,製造品出荷額,24,12147869
2,282313,スイッチ,1,1,製造品出荷額,11,420224
2,282314,リレー,1,1,製造品出荷額,5,42898
2,282391,コネクタ・スイッチ・リレー（賃加工）,1,2,加工賃収入額,12,123200
2,283111,半導体メモリメディア,1,1,製造品出荷額,-,-
2,283191,半導体メモリメディア（賃加工）,1,2,加工賃収入額,2,x
2,283211,光ディスク（生のもの）,1,1,製造品出荷額,-,-
2,283212,磁気ディスク（生のもの）,1,1,製造品出荷額,-,-
2,283213,磁気テープ（生のもの）,1,1,製造品出荷額,-,-
2,283291,光ディスク・磁気ディスク・磁気テープ（生のもの）（賃加工）,1,2,加工賃収入額,1,x
2,284111,リジッドプリント配線板,1,1,製造品出荷額,30,1423124
2,284112,フレキシブルプリント配線板,1,1,製造品出荷額,5,71686
2,284113,モジュール基板,1,1,製造品出荷額,-,-
2,284119,その他の電子回路基板,1,1,製造品出荷額,3,14967
2,284191,電子回路基板（賃加工）,1,2,加工賃収入額,18,207111
2,284211,プリント配線実装基板,1,1,製造品出荷額,28,1944033
2,284212,モジュール実装基板,1,1,製造品出荷額,7,95485
2,284291,電子回路実装基板（賃加工）,1,2,加工賃収入額,38,438739
2,285111,スイッチング電源,1,1,製造品出荷額,3,59817
2,285112,テレビジョン用チューナ（ビデオ用を含む）,1,1,製造品出荷額,-,-
2,285119,その他の高周波ユニット,1,1,製造品出荷額,5,123380
2,285121,コントロールユニット,1,1,製造品出荷額,1,x
2,285191,電源ユニット・高周波ユニット・コントロールユニット（賃加工）,1,2,加工賃収入額,12,91286
2,285911,液晶モジュール(他で生産されたパネルを用いるもの）,1,1,製造品出荷額,3,783747
2,285912,光ピックアップユニット・モジュール,1,1,製造品出荷額,-,-
2,285913,デジタルカメラモジュール,1,1,製造品出荷額,-,-
2,285914,紙幣識別ユニット、貨幣区分ユニット,1,1,製造品出荷額,1,x
2,285919,他に分類されないユニット部品,1,1,製造品出荷額,4,129763
2,285991,その他のユニット部品（賃加工）,1,2,加工賃収入額,2,x
2,289911,磁性材部品（粉末や金によるもの）,1,1,製造品出荷額,1,x
2,289912,水晶振動子（時計用を除く）,1,1,製造品出荷額,3,39958
2,289913,シリコンウエハ（表面研磨したもの）,1,1,製造品出荷額,-,-
2,289919,他に分類されない通信機械器具の部分品・附属品,1,1,製造品出荷額,55,941286
2,289929,他に分類されない電子部品・デバイス・電子回路,1,1,製造品出荷額,74,8795122
2,289991,その他の電子部品・デバイス・電子回路（賃加工）,1,2,加工賃収入額,45,231839
2,786600,製造工程からでたくず・廃物,1,3,くず・廃物等出荷額,-,-
1,290000,電気機械器具製造業,0,0,総数,1252,70642444
1,290000,電気機械器具製造業,1,1,製造品出荷額,1027,68511114
1,290000,電気機械器具製造業,1,2,加工賃収入額,221,2130391
1,290000,電気機械器具製造業,1,3,くず・廃物等出荷額,4,939
2,291111,タービン発電機（交流）,1,1,製造品出荷額,-,-
2,291112,エンジン発電機（交流）,1,1,製造品出荷額,3,892158
2,291113,直流電動機（７０Ｗ以上）,1,1,製造品出荷額,1,x
2,291114,単相誘導電動機（７０Ｗ以上）,1,1,製造品出荷額,-,-
2,291115,三相誘導電動機（７０Ｗ以上）,1,1,製造品出荷額,1,x
2,291119,その他の交流電動機（７０Ｗ以上）,1,1,製造品出荷額,2,x
2,291121,直流・交流小形電動機（３Ｗ以上７０Ｗ未満）,1,1,製造品出荷額,4,166473
2,291129,その他の小形電動機（３Ｗ以上７０Ｗ未満）,1,1,製造品出荷額,4,110771
2,291139,その他の発電機,1,1,製造品出荷額,3,9962
2,291149,その他の回転電気機械,1,1,製造品出荷額,1,x
2,291151,発電機・電動機・その他の回転電気機械の部分品・取付具・附属品,1,1,製造品出荷額,12,100425
2,291191,発電機・電動機・その他の回転電気機械・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,10,13651
2,291211,標準変圧器,1,1,製造品出荷額,7,260063
2,291212,非標準変圧器,1,1,製造品出荷額,9,273292
2,291213,特殊用途変圧器,1,1,製造品出荷額,10,183395
2,291214,計器用変成器,1,1,製造品出荷額,7,37619
2,291215,リアクトル、誘導電圧調整器,1,1,製造品出荷額,8,72137
2,291216,変圧器類の部分品・取付具・附属品,1,1,製造品出荷額,15,53693
2,291291,変圧器類・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,4,20284
2,291311,継電器,1,1,製造品出荷額,4,643857
2,291312,遮断器,1,1,製造品出荷額,3,214405
2,291313,開閉器,1,1,製造品出荷額,12,466711
2,291314,プログラマブルコントローラ,1,1,製造品出荷額,5,413432
2,291315,電力開閉装置の部分品・取付具・附属品,1,1,製造品出荷額,10,160886
2,291391,電力開閉装置・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,6,139308
2,291411,配電盤,1,1,製造品出荷額,61,1661271
2,291412,監視制御装置,1,1,製造品出荷額,58,18155338
2,291413,分電盤,1,1,製造品出荷額,38,317083
2,291419,その他の配電盤・電力制御装置,1,1,製造品出荷額,34,741974
2,291421,配電盤・電力制御装置の部分品・取付具・附属品,1,1,製造品出荷額,38,1087165
2,291491,配電盤・電力制御装置・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,42,476736
2,291511,小形開閉器,1,1,製造品出荷額,1,x
2,291512,点滅器,1,1,製造品出荷額,4,85026
2,291513,接続器,1,1,製造品出荷額,12,236388
2,291519,その他の配線器具・配線附属品,1,1,製造品出荷額,21,246264
2,291591,配線器具・配線附属品（賃加工）,1,2,加工賃収入額,5,16878
2,292111,アーク溶接機,1,1,製造品出荷額,2,x
2,292112,抵抗溶接機,1,1,製造品出荷額,2,x
2,292113,電気溶接機の部分品・取付具・附属品,1,1,製造品出荷額,8,56068
2,292191,電気溶接機・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,3,10037
2,292211,充電発電機,1,1,製造品出荷額,-,-
2,292212,始動電動機,1,1,製造品出荷額,-,-
2,292213,磁石発電機,1,1,製造品出荷額,-,-
2,292219,その他の内燃機関電装品,1,1,製造品出荷額,1,x
2,292221,内燃機関電装品の部分品・取付具・附属品,1,1,製造品出荷額,17,346186
2,292291,内燃機関電装品・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,6,22256
2,292911,コンデンサ（蓄電器）,1,1,製造品出荷額,-,-
2,292912,電気炉,1,1,製造品出荷額,8,442259
2,292913,産業用電熱装置,1,1,製造品出荷額,20,345137
2,292914,電力変換装置,1,1,製造品出荷額,9,6551516
2,292915,シリコン・セレン整流器,1,1,製造品出荷額,1,x
2,292919,その他の整流器,1,1,製造品出荷額,-,-
2,292929,その他の産業用電気機械器具の部分品・取付具・附属品,1,1,製造品出荷額,37,2778919
2,292991,その他の産業用電気機械器具・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,19,228551
2,293111,電気がま,1,1,製造品出荷額,-,-
2,293112,電子レンジ,1,1,製造品出荷額,-,-
2,293113,電気冷蔵庫,1,1,製造品出荷額,-,-
2,293114,電磁調理器（卓上型を含む）,1,1,製造品出荷額,1,x
2,293119,その他のちゅう房機器,1,1,製造品出荷額,9,115435
2,293121,ちゅう房機器の部分品・取付具・附属品,1,1,製造品出荷額,8,63202
2,293191,ちゅう房機器・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,2,x
2,293211,扇風機,1,1,製造品出荷額,-,-
2,293212,換気扇,1,1,製造品出荷額,-,-
2,293213,エアコンディショナ,1,1,製造品出荷額,-,-
2,293219,その他の空調・住宅関連機器,1,1,製造品出荷額,13,365720
2,293221,空調・住宅関連機器の部分品・取付具・附属品,1,1,製造品出荷額,11,298708
2,293291,空調・住宅関連機器・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,4,35148
2,293311,電気アイロン,1,1,製造品出荷額,-,-
2,293312,電気洗濯機,1,1,製造品出荷額,-,-
2,293313,電気掃除機,1,1,製造品出荷額,-,-
2,293319,その他の衣料衛生関連機器,1,1,製造品出荷額,1,x
2,293321,衣料衛生関連機器の部分品・取付具・附属品,1,1,製造品出荷額,2,x
2,293391,衣料衛生関連機器・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,-,-
2,293911,電気こたつ,1,1,製造品出荷額,-,-
2,293912,理容用電気器具,1,1,製造品出荷額,2,x
2,293913,電気温水洗浄便座（暖房便座を含む）,1,1,製造品出荷額,-,-
2,293919,他に分類されない民生用電気機械器具,1,1,製造品出荷額,7,278654
2,293929,その他の民生用電気機械器具の部分品・取付具・附属品,1,1,製造品出荷額,11,276986
2,293991,その他の民生用電気機械器具・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,4,213890
2,294111,一般照明用電球,1,1,製造品出荷額,2,x
2,294112,豆電球、クリスマスツリー用電球,1,1,製造品出荷額,3,5325
2,294113,自動車用電球,1,1,製造品出荷額,-,-
2,294119,その他の電球,1,1,製造品出荷額,3,87822
2,294121,蛍光ランプ,1,1,製造品出荷額,2,x
2,294129,その他の放電ランプ,1,1,製造品出荷額,4,32493
2,294191,電球（賃加工）,1,2,加工賃収入額,-,-
2,294211,白熱電灯器具,1,1,製造品出荷額,13,285775
2,294212,直管蛍光灯器具,1,1,製造品出荷額,6,114609
2,294213,環形管蛍光灯器具,1,1,製造品出荷額,2,x
2,294214,蛍光灯器具（直管、環形管を除く）,1,1,製造品出荷額,1,x
2,294215,水銀灯器具,1,1,製造品出荷額,-,-
2,294219,その他の電気照明器具,1,1,製造品出荷額,15,90458
2,294221,電気照明器具の部分品・取付具・附属品,1,1,製造品出荷額,39,343503
2,294291,電気照明器具・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,23,114001
2,295111,鉛蓄電池,1,1,製造品出荷額,-,-
2,295112,アルカリ蓄電池,1,1,製造品出荷額,-,-
2,295113,リチウムイオン蓄電池,1,1,製造品出荷額,-,-
2,295114,蓄電池の部分品・取付具・附属品,1,1,製造品出荷額,3,3905
2,295191,蓄電池・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,1,x
2,295211,一次電池,1,1,製造品出荷額,-,-
2,295212,一次電池の部分品・取付具・附属品,1,1,製造品出荷額,2,x
2,295291,一次電池・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,1,x
2,296111,医療用Ｘ線装置,1,1,製造品出荷額,2,x
2,296112,産業用Ｘ線装置,1,1,製造品出荷額,3,1771046
2,296113,Ｘ線装置の部分品・取付具・附属品,1,1,製造品出荷額,22,423337
2,296191,Ｘ線装置・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,10,369434
2,296211,医療用電子応用装置,1,1,製造品出荷額,4,1890898
2,296212,医療用電子応用装置の部分品・取付具・附属品,1,1,製造品出荷額,22,215060
2,296291,医療用電子応用装置・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,4,36360
2,296911,超音波応用装置,1,1,製造品出荷額,7,530817
2,296912,高周波電力応用装置,1,1,製造品出荷額,5,56618
2,296913,電子顕微鏡,1,1,製造品出荷額,6,4973144
2,296914,数値制御装置,1,1,製造品出荷額,3,196691
2,296919,他に分類されない電子応用装置,1,1,製造品出荷額,29,3085452
2,296929,その他の電子応用装置の部分品・取付具・附属品,1,1,製造品出荷額,40,2071796
2,296991,その他の電子応用装置・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,18,126320
2,297111,電気計器,1,1,製造品出荷額,10,55779
2,297112,電気測定器,1,1,製造品出荷額,30,2303426
2,297113,半導体・ＩＣ測定器,1,1,製造品出荷額,13,617288
2,297119,その他の電気計測器,1,1,製造品出荷額,24,1070869
2,297121,電気計測器の部分品・取付具・附属品,1,1,製造品出荷額,35,329609
2,297191,電気計測器・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,23,187931
2,297211,工業計器,1,1,製造品出荷額,28,2311352
2,297212,工業計器の部分品・取付具・附属品,1,1,製造品出荷額,40,269930
2,297291,工業計器・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,14,23000
2,297311,医療用計測器,1,1,製造品出荷額,12,2608761
2,297312,医療用計測器の部分品・取付具・附属品,1,1,製造品出荷額,20,76428
2,297391,医療用計測器・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,12,53593
2,299911,導入線,1,1,製造品出荷額,1,x
2,299912,太陽電池モジュール,1,1,製造品出荷額,-,-
2,299919,他に分類されない電気機械器具,1,1,製造品出荷額,18,220610
2,299991,その他の電気機械器具（賃加工）,1,2,加工賃収入額,10,40268
2,796600,製造工程からでたくず・廃物,1,3,くず・廃物等出荷額,4,939
1,300000,情報通信機械器具製造業,0,0,総数,300,42670483
1,300000,情報通信機械器具製造業,1,1,製造品出荷額,225,41681165
1,300000,情報通信機械器具製造業,1,2,加工賃収入額,73,x
1,300000,情報通信機械器具製造業,1,3,くず・廃物等出荷額,2,x
2,301111,電話機,1,1,製造品出荷額,-,-
2,301112,電話自動交換装置,1,1,製造品出荷額,-,-
2,301113,電話交換装置の附属装置,1,1,製造品出荷額,-,-
2,301119,その他の電話（有線）装置,1,1,製造品出荷額,6,138669
2,301121,高速（超高速を含む）ファクシミリ,1,1,製造品出荷額,-,-
2,301122,ファクシミリ（高速を除く）,1,1,製造品出荷額,-,-
2,301129,その他の電信・画像（有線）装置,1,1,製造品出荷額,5,106782
2,301131,デジタル伝送装置,1,1,製造品出荷額,3,344012
2,301132,搬送装置（デジタル伝送装置を除く）,1,1,製造品出荷額,1,x
2,301191,有線通信機械器具（賃加工）,1,2,加工賃収入額,4,27972
2,301211,携帯電話機、ＰＨＳ電話機,1,1,製造品出荷額,-,-
2,301291,携帯電話機・PHS電話機(賃加工）,1,2,加工賃収入額,2,x
2,301311,ラジオ放送装置、テレビジョン放送装置,1,1,製造品出荷額,6,9705553
2,301312,固定局通信装置,1,1,製造品出荷額,3,1915557
2,301313,その他の移動局通信装置,1,1,製造品出荷額,6,908200
2,301314,携帯用通信装置（可搬用を含む）,1,1,製造品出荷額,2,x
2,301315,無線応用装置,1,1,製造品出荷額,6,20937670
2,301319,その他の無線通信装置,1,1,製造品出荷額,7,90309
2,301391,無線通信機械器具（賃加工）,1,2,加工賃収入額,16,387375
2,301411,ラジオ受信機,1,1,製造品出荷額,-,-
2,301412,プラズマテレビジョン受信機,1,1,製造品出荷額,-,-
2,301413,液晶テレビジョン受信機,1,1,製造品出荷額,-,-
2,301419,その他のテレビジョン受信機,1,1,製造品出荷額,-,-
2,301491,ラジオ受信機・テレビジョン受信機（賃加工）,1,2,加工賃収入額,-,-
2,301511,交通信号保安装置,1,1,製造品出荷額,3,74053
2,301512,交通信号保安装置の部分品・取付具・附属品,1,1,製造品出荷額,12,166392
2,301591,交通信号保安装置・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,3,3555
2,301911,火災報知設備,1,1,製造品出荷額,3,1052916
2,301919,他に分類されない通信関連機械器具,1,1,製造品出荷額,18,237465
2,301991,その他の通信機械器具・同関連機械器具（賃加工）,1,2,加工賃収入額,5,32867
2,302111,録画・再生装置,1,1,製造品出荷額,-,-
2,302112,ビデオカメラ（放送用を除く）,1,1,製造品出荷額,3,1537783
2,302113,ビデオ機器の部分品・取付具・附属品,1,1,製造品出荷額,17,189811
2,302191,ビデオ機器・同部分品・取付具・附属品(賃加工）,1,2,加工賃収入額,7,21195
2,302211,デジタルカメラ,1,1,製造品出荷額,1,x
2,302212,デジタルカメラの部分品・取付具・附属品,1,1,製造品出荷額,13,248636
2,302291,デジタルカメラ・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,6,52834
2,302311,ステレオセット,1,1,製造品出荷額,-,-
2,302312,カーステレオ,1,1,製造品出荷額,-,-
2,302313,デジタルオーディオディスクプレーヤ,1,1,製造品出荷額,1,x
2,302314,ハイファイ用アンプ,1,1,製造品出荷額,1,x
2,302315,ハイファイ用・自動車用スピーカシステム,1,1,製造品出荷額,-,-
2,302316,補聴器,1,1,製造品出荷額,4,700876
2,302319,その他の電気音響機械器具,1,1,製造品出荷額,6,486801
2,302321,スピーカシステム、マイクロホン、イヤホン、音響用ピックアップ類等（完成品）,1,1,製造品出荷額,4,693674
2,302322,電気音響機械器具の部分品・取付具・附属品,1,1,製造品出荷額,26,407178
2,302391,電気音響機械器具・同部分品・取付具・付属品（賃加工）,1,2,加工賃収入額,9,78377
2,303111,はん用コンピュータ,1,1,製造品出荷額,2,x
2,303112,ミッドレンジコンピュータ,1,1,製造品出荷額,-,-
2,303113,電子計算機の部分品・取付具・附属品,1,1,製造品出荷額,9,222757
2,303191,電子計算機・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,3,67075
2,303211,パーソナルコンピュータ,1,1,製造品出荷額,1,x
2,303212,パーソナルコンピュータの部分品・取付具・附属品,1,1,製造品出荷額,8,91950
2,303291,パーソナルコンピュータ・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,2,x
2,303311,磁気ディスク装置,1,1,製造品出荷額,-,-
2,303312,光ディスク装置,1,1,製造品出荷額,-,-
2,303319,その他の外部記憶装置,1,1,製造品出荷額,-,-
2,303321,外部記憶装置の部分品・取付具・附属品,1,1,製造品出荷額,2,x
2,303391,外部記憶装置・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,3,28413
2,303411,印刷装置,1,1,製造品出荷額,3,126684
2,303412,印刷装置の部分品・取付具・附属品,1,1,製造品出荷額,8,68457
2,303491,印刷装置・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,2,x
2,303511,表示装置,1,1,製造品出荷額,4,118666
2,303512,表示装置の部分品・取付具・附属品,1,1,製造品出荷額,8,53877
2,303591,表示装置・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,1,x
2,303911,金融用端末装置,1,1,製造品出荷額,1,x
2,303919,その他の端末装置,1,1,製造品出荷額,3,230539
2,303929,その他の入出力装置,1,1,製造品出荷額,-,-
2,303939,他に分類されない附属装置,1,1,製造品出荷額,2,x
2,303941,その他の附属装置の部分品・取付具・附属品,1,1,製造品出荷額,17,142782
2,303991,その他の附属装置・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,10,47977
2,806600,製造工程からでたくず・廃物,1,3,くず・廃物等出荷額,2,x
1,310000,輸送用機械器具製造業,0,0,総数,571,177626707
1,310000,輸送用機械器具製造業,1,1,製造品出荷額,386,175441104
1,310000,輸送用機械器具製造業,1,2,加工賃収入額,181,2184496
1,310000,輸送用機械器具製造業,1,3,くず・廃物等出荷額,4,1107
2,311111,軽・小型乗用車（気筒容量２０００ml以下）（シャシーを含む）,1,1,製造品出荷額,-,-
2,311112,普通乗用車（気筒容量２０００mlを超えるもの）（シャシーを含む）,1,1,製造品出荷額,1,x
2,311113,バス,1,1,製造品出荷額,1,x
2,311114,トラック（けん引車を含む）,1,1,製造品出荷額,2,x
2,311115,特別用途車,1,1,製造品出荷額,3,528114
2,311116,バス・トラックシャシー,1,1,製造品出荷額,2,x
2,311117,二輪自動車（原動機付自転車、モータスクータを含む）（１２５ml以下のもの）,1,1,製造品出荷額,-,-
2,311118,二輪自動車（側車付、モータスクータを含む）（１２５mlを超えるもの）,1,1,製造品出荷額,-,-
2,311191,自動車（二輪自動車を含む）（賃加工）,1,2,加工賃収入額,-,-
2,311211,乗用車ボデー,1,1,製造品出荷額,-,-
2,311212,バスボデー,1,1,製造品出荷額,-,-
2,311213,トラックボデー,1,1,製造品出荷額,2,x
2,311214,特別用途車ボデー,1,1,製造品出荷額,-,-
2,311215,トレーラ（トレーラシャシー、ボデーを含む）,1,1,製造品出荷額,-,-
2,311291,自動車車体・附随車（賃加工）,1,2,加工賃収入額,-,-
2,311311,自動車用ガソリン機関（ガソリンエンジン）,1,1,製造品出荷額,-,-
2,311312,自動車用ディーゼル機関（ディーゼルエンジン）,1,1,製造品出荷額,-,-
2,311313,二輪自動車・モータスクータ用内燃機関,1,1,製造品出荷額,-,-
2,311314,自動車用内燃機関の部分品・取付具・附属品,1,1,製造品出荷額,56,17517099
2,311315,駆動・伝導・操縦装置部品,1,1,製造品出荷額,30,814548
2,311316,懸架・制動装置部品,1,1,製造品出荷額,20,801737
2,311317,シャシー部品、車体部品,1,1,製造品出荷額,41,1698172
2,311318,カーエアコン,1,1,製造品出荷額,3,445442
2,311321,カーヒータ,1,1,製造品出荷額,-,-
2,311322,座席（完成品に限る）,1,1,製造品出荷額,3,2171083
2,311329,その他の自動車部品（二輪自動車部品を含む）,1,1,製造品出荷額,64,1363856
2,311331,ＫＤセット（乗用車、バス、トラック）,1,1,製造品出荷額,3,637627
2,311332,ＫＤセット（二輪自動車）,1,1,製造品出荷額,-,-
2,311391,自動車部分品・附属品（二輪自動車を含む）（賃加工）,1,2,加工賃収入額,89,951144
2,312111,機関車,1,1,製造品出荷額,1,x
2,312112,鉄道用電車（動力付）,1,1,製造品出荷額,-,-
2,312113,内燃動車,1,1,製造品出荷額,-,-
2,312114,鉄道用被けん引客車、電車,1,1,製造品出荷額,-,-
2,312115,鉄道用貨車,1,1,製造品出荷額,-,-
2,312119,その他の鉄道車両,1,1,製造品出荷額,1,x
2,312191,鉄道車両（賃加工）,1,2,加工賃収入額,1,x
2,312211,機関車の部分品・取付具・附属品,1,1,製造品出荷額,6,193768
2,312212,電車・客貨車の部分品・取付具・附属品,1,1,製造品出荷額,35,452581
2,312291,鉄道車両用部分品（賃加工）,1,2,加工賃収入額,25,493315
2,313111,鋼製客船の新造（２０総ｔ以上の動力船）,1,1,製造品出荷額,-,-
